Id,TestID,Data_LoadImage,Data_LoadTool,Data_LoadTool,Data1_LoadPanel,Data_Input1,Data_Input1,Data_Input1,Data_Input1,Data_LinkPort,Data_Input2,Data_Input2,Data_Input2,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_Checkpoint,Data_LinkItem1,Data_Checkpoint,Data_TriggerOne,DataInput1Extend,DataInput1Extend,DataInput1Extend,DataInput1Extend,Data_Input2Extend,Data_Input2Extend,Data_Input2Extend,Data_Number,Data_Time,Data_CheckPoint,Data_CheckPoint,Data_CheckPoint
382,ListEdit_UseCase10_128,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Rectangle List,Read,1,3,Rectangle List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
383,ListEdit_UseCase10_129,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,String List,Read,1,3,String List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
384,ListEdit_UseCase11_131,Sample Bulb,Blob,List Edit,Setup,Blob List,Take,0,None,Output Blob List,Blob List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
385,ListEdit_UseCase11_132,Sample OCR,None,List Edit,Setup,Boolean List,Take,0,None,Character Success List,Boolean List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
386,ListEdit_UseCase11_134,Sample Pattern Sort,List Edit,List Edit,Setup,Image List,Take,0,None,Output 2,Image List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
387,ListEdit_UseCase11_135,Sample Pattern Sort,List Edit,List Edit,Setup,Integer List,Take,0,None,Run Count,Integer List,Write,2,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
388,ListEdit_UseCase11_136,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Line Segment List,Take,0,3,Line Segment List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
389,ListEdit_UseCase11_137,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Origin List,Take,0,3,Origin List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
390,ListEdit_UseCase11_138,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Point List,Take,0,3,Point List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
391,ListEdit_UseCase11_140,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Real List,Take,0,3,Real List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
392,ListEdit_UseCase11_141,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Rectangle List,Take,0,3,Rectangle List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
393,ListEdit_UseCase11_142,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,String List,Take,0,3,String List,Write,4,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
394,ListEdit_UseCase12_144,Sample Bulb,Blob,List Edit,Setup,Blob List,Read,1,3,Output Blob List,Blob List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
395,ListEdit_UseCase12_145,Sample OCR,None,List Edit,Setup,Boolean List,Read,1,2,Character Success List,Boolean List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
396,ListEdit_UseCase12_147,Sample Pattern Sort,List Edit,List Edit,Setup,Image List,Read,0,1,Output 2,Image List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
397,ListEdit_UseCase12_148,Sample Pattern Sort,List Edit,List Edit,Setup,Integer List,Read,0,1,Run Count,Integer List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
398,ListEdit_UseCase12_149,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Line Segment List,Read,1,3,Line Segment List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
399,ListEdit_UseCase12_150,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Origin List,Read,1,3,Origin List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
400,ListEdit_UseCase12_151,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Point List,Read,1,3,Point List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
401,ListEdit_UseCase12_153,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Real List,Read,1,3,Real List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
402,ListEdit_UseCase12_154,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Rectangle List,Read,1,3,Rectangle List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
403,ListEdit_UseCase12_155,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,String List,Read,1,3,String List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
404,ListEdit_UseCase13_157,Sample Bulb,Blob,List Edit,Setup,Blob List,Take,1,3,Output Blob List,Blob List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
405,ListEdit_UseCase13_158,Sample OCR,None,List Edit,Setup,Boolean List,Take,1,2,Character Success List,Boolean List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
406,ListEdit_UseCase13_160,Sample Pattern Sort,List Edit,List Edit,Setup,Image List,Take,0,None,Output 2,Image List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
407,ListEdit_UseCase13_161,Sample Pattern Sort,List Edit,List Edit,Setup,Integer List,Take,0,None,Run Count,Integer List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
408,ListEdit_UseCase13_162,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Line Segment List,Take,0,3,Line Segment List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
409,ListEdit_UseCase13_163,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Origin List,Take,0,3,Origin List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
410,ListEdit_UseCase13_164,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Point List,Take,0,3,Point List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
411,ListEdit_UseCase13_166,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Real List,Take,0,3,Real List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
412,ListEdit_UseCase13_167,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,Rectangle List,Take,0,3,Rectangle List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
413,ListEdit_UseCase13_168,Sample OCR,None,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,5,String List,Take,0,3,String List,Append,None,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
414,ListEdit_UseCase14_170,Sample Bulb,Blob,List Edit,Setup,Blob List,Delete,2,2,Output Blob List,,,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,4,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
415,ListEdit_UseCase14_171,Sample OCR,None,List Edit,Setup,Boolean List,Delete,5,2,Character Success List,,,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
416,ListEdit_UseCase14_173,Sample Pattern Sort,List Edit,List Edit,Setup,Image,Read,None,None,Output 2,Image List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput4,CheckInput1Detail,None,None,None,,CheckOutput1Detail,4,Image List,Delete,4,2,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
417,ListEdit_UseCase14_174,Sample Pattern Sort,List Edit,List Edit,Setup,Integer,Read,None,None,Run Count,Integer List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput5,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,4,Integer List,Delete,4,2,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
418,ListEdit_UseCase14_175,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput6,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,4,Line Segment List,Delete,3,2,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
419,ListEdit_UseCase14_176,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput7,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,4,Origin List,Delete,3,2,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
420,ListEdit_UseCase14_177,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput8,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,4,Point List,Delete,2,2,,,,,,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
421,ListEdit_UseCase20_248,Sample Bulb,Blob,List Edit,Setup,Blob List,Take,2,None,Output Blob List,Blob List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
422,ListEdit_UseCase20_250,Sample OCR,None,List Edit,Setup,Boolean List,Take,5,None,Character Success List,Boolean List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,5,,,,,,,,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
423,ListEdit_UseCase20_251,Sample Pattern Sort,List Edit,List Edit,Setup,Image,Read,None,None,Output 2,Image List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,,CheckOutput1Detail,6,Image List,Take,4,None,Image List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
424,ListEdit_UseCase20_252,Sample Pattern Sort,List Edit,List Edit,Setup,Integer,Read,None,None,Run Count,Integer List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,6,Integer List,Take,4,None,Integer List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
425,ListEdit_UseCase20_253,Sample Pattern Sort,Line Find,List Edit,Setup,Line Segment,Read,None,None,Line Segment,Line Segment List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,6,Line Segment List,Take,3,None,Line Segment List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
426,ListEdit_UseCase20_254,Sample Pattern Sort,None,List Edit,Setup,Origin,Read,None,None,Output Origin Relative To RWC,Origin List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,6,Origin List,Take,3,None,Origin List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
427,ListEdit_UseCase20_256,Sample Bulb,None,List Edit,Setup,Point,Read,None,None,Output Best Origin Relative To RWC.point,Point List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,8,Point List,Take,2,None,Point List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
428,ListEdit_UseCase20_257,Sample Bulb,None,List Edit,Setup,Real,Read,None,None,Output Best Scale,Real List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,8,Real List,Take,2,None,Real List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
429,ListEdit_UseCase20_258,Sample OCR,None,List Edit,Setup,Rectangle,Read,None,None,All Characters Bounding Box,Rectangle List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,7,Rectangle List,Take,2,None,Rectangle List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
430,ListEdit_UseCase20_259,Sample OCR,,List Edit,Setup,String,Read,None,None,Output String,String List,Append,None,CheckInput1,CheckOutput1,None,CheckOutput2,CheckInput1Detail,None,None,None,Output 2,CheckOutput1Detail,7,String List,Take,2,None,String List,Append,None,"""True""",,CheckInput1Pro,CheckOutput1Pro,CheckOutput2Pro
