Id,TestID,Data Input1,Data Input1,Data Output1,,Data Output2,Data Output2,Data Output2,Data Output2,Data Output2,Data Output2,Data Output2,Data Output2,Data Output2,Data Output2,Data Output,Data Output,Data Output1,Data Output1,Data Output1,Data Output1,Data Output1,Data Output1,Data Output1,Data Output1,Data Output1,Data Output1,Data Output1,Data Iput1,Data Iput2,Data Iput3,Data Iput4,Data Iput5,Data Iput6,Data Iput7,Data Iput8,Data Iput9,Data Iput10,DataInput1-Pro,DataInput1-Pro,DataOutput1-Pro,DataOutput1-Pro,DataOutput2-Pro,DataOutput2-Pro,,,Data Output1 Pro,Data Output1 Pro,Data Output1 Pro,Data Output1 Pro,Data Output1 Pro
378,ListEdit_UseCase10_123,"""5""",,"""5""",,"((0,0),(0,0))","((0,0),(0,0))","((0,0),(0,0))","((0,0),(0,0))","((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))","((221.3191,124.0422),(201.4638,146.5972))",,,,,,"((205.8599,150.2536),(192.1261,123.5294))","((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))","((221.3191,124.0422),(201.4638,146.5972))","((222.225,125.931),(197.9301,126.292))",,,,,,,"((205.8599,150.2536),(192.1261,123.5294))","((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))","((221.3191,124.0422),(201.4638,146.5972))","((222.225,125.931),(197.9301,126.292))",,,,,,Line Segment List,5,Line Segment List,5,Line Segment List,7,,,,,,,
379,ListEdit_UseCase10_124,"""5""",,"""5""",,"((0,0),0°)","((0,0),0°)","((0,0),0°)","((0,0),0°)","((175,124),-90°)","((172,124),-90°)","((188,124),-90°)",,,,,,"((174,124),-90°)","((175,124),-90°)","((172,124),-90°)","((188,124),-90°)","((184,124),-90°)",,,,,,,"((174,124),-90°)","((175,124),-90°)","((172,124),-90°)","((188,124),-90°)","((184,124),-90°)",,,,,,Origin List,5,Origin List,5,Origin List,7,,,,,,,
380,ListEdit_UseCase10_125,"""5""",,"""5""",,"(0,0)","(0,0)","(0,0)","(0,0)","(274.1164,176.6697)","""(388.9393,182.9971)""","(313.0961,208.8211)",,,,,,"""(259.4428,172.2206)""","(274.1164,176.6697)","""(388.9393,182.9971)""","(313.0961,208.8211)","(253.2561,167.4813)",,,,,,,"""(259.4428,172.2206)""","(274.1164,176.6697)","""(388.9393,182.9971)""","(313.0961,208.8211)","(253.2561,167.4813)",,,,,,Point List,5,Point List,5,Point List,7,,,,,,,
381,ListEdit_UseCase10_127,"""5""",,"""5""",,"""0""","""0""","""0""","""0""","""1""","""1""","""1""",,,,,,"""1""","""1""","""1""","""1""","""1""",,,,,,,"""1""","""1""","""1""","""1""","""1""",,,,,,Real List,5,Real List,5,Real List,7,,,,,,,
382,ListEdit_UseCase10_128,"""5""",,"""5""",,"(((0,0),0°),(0,0),)","(((0,0),0°),(0,0),)","(((0,0),0°),(0,0),)","(((0,0),0°),(0,0),)","(((142,228),0°),(319,67),)","(((172,204),0°),(319,67),)","(((166,150),0°),(319,61),)",,,,,,"(((166,228),0°),(319,67),)","(((142,228),0°),(319,67),)","(((172,204),0°),(319,67),)","(((166,150),0°),(319,61),)","(((208,234),0°),(319,61),)",,,,,,,"(((166,228),0°),(319,67),)","(((142,228),0°),(319,67),)","(((172,204),0°),(319,67),)","(((166,150),0°),(319,61),)","(((208,234),0°),(319,61),)",,,,,,Rectangle List,5,Rectangle List,5,Rectangle List,7,,,,,,,
383,ListEdit_UseCase10_129,"""5""",,"""5""",,<String>,<String>,<String>,<String>,lot2aw7,lot2aw7,lot2aw7,,,,,,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,,,,,,,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,,,,,,String List,5,String List,5,String List,7,,,,,,,
384,ListEdit_UseCase11_131,"""5""",,"""4""",,<Blob>,<Blob>,<Blob>,,,,,,,,,,<Blob>,<Blob>,<Blob>,<Blob>,,,,,,,,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,,,,,,Blob List,5,Blob List,4,Blob List,3,,,,,,,
385,ListEdit_UseCase11_132,"""7""",,"""6""",,"""False""","""False""","""True""",,,,,,,,,,"""True""","""True""","""True""","""True""","""True""","""True""",,,,,,"""True""","""True""","""True""","""True""","""True""","""True""","""True""",,,,Boolean List,7,Boolean List,6,Boolean List,3,,,,,,,
386,ListEdit_UseCase11_134,"""1""",,"""0""",,<Image>,<Image>,<Image>,,,,,,,,,,<Image>,,,,,,,,,,,<Image>,,,,,,,,,,Image List,1,Image List,0,Image List,3,,,,,,,
387,ListEdit_UseCase11_135,"""1""",,"""0""",,0,0,4,,,,,,,,,,4,,,,,,,,,,,4,,,,,,,,,,Integer List,1,Integer List,0,Integer List,3,,,,,,,
388,ListEdit_UseCase11_136,"""5""",,"""2""",,"((0,0),(0,0))","((0,0),(0,0))","((0,0),(0,0))","((0,0),(0,0))","((205.8599,150.2536),(192.1261,123.5294))","((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))",,,,,,"((221.3191,124.0422),(201.4638,146.5972))","((222.225,125.931),(197.9301,126.292))",,,,,,,,,,"((205.8599,150.2536),(192.1261,123.5294))","((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))","((221.3191,124.0422),(201.4638,146.5972))","((222.225,125.931),(197.9301,126.292))",,,,,,Line Segment List,5,Line Segment List,2,Line Segment List,7,,,,,,,
389,ListEdit_UseCase11_137,"""5""",,"""2""",,"((0,0),0°)","((0,0),0°)","((0,0),0°)","((0,0),0°)","((174,124),-90°)","((175,124),-90°)","((172,124),-90°)",,,,,,"((188,124),-90°)","((184,124),-90°)",,,,,,,,,,"((174,124),-90°)","((175,124),-90°)","((172,124),-90°)","((188,124),-90°)","((184,124),-90°)",,,,,,Origin List,5,Origin List,2,Origin List,7,,,,,,,
390,ListEdit_UseCase11_138,"""5""",,"""2""",,"(0,0)","(0,0)","(0,0)","(0,0)","""(259.4428,172.2206)""","(274.1164,176.6697)","""(388.9393,182.9971)""",,,,,,"(313.0961,208.8211)","(253.2561,167.4813)",,,,,,,,,,"""(259.4428,172.2206)""","(274.1164,176.6697)","""(388.9393,182.9971)""","(313.0961,208.8211)","(253.2561,167.4813)",,,,,,Point List,5,Point List,2,Point List,7,,,,,,,
391,ListEdit_UseCase11_140,"""5""",,"""2""",,"""0""","""0""","""0""","""0""","""1""","""1""","""1""",,,,,,"""1""","""1""",,,,,,,,,,"""1""","""1""","""1""","""1""","""1""",,,,,,Real List,5,Real List,2,Real List,7,,,,,,,
392,ListEdit_UseCase11_141,"""5""",,"""2""",,"(((0,0),0°),(0,0),)","(((0,0),0°),(0,0),)","(((0,0),0°),(0,0),)","(((0,0),0°),(0,0),)","(((166,228),0°),(319,67),)","(((142,228),0°),(319,67),)","(((172,204),0°),(319,67),)",,,,,,"(((166,150),0°),(319,61),)","(((208,234),0°),(319,61),)",,,,,,,,,,"(((166,228),0°),(319,67),)","(((142,228),0°),(319,67),)","(((172,204),0°),(319,67),)","(((166,150),0°),(319,61),)","(((208,234),0°),(319,61),)",,,,,,Rectangle List,5,Rectangle List,2,Rectangle List,7,,,,,,,
393,ListEdit_UseCase11_142,"""5""",,"""2""",,<String>,<String>,<String>,<String>,lot2aw7,lot2aw7,lot2aw7,,,,,,lot2aw7,lot2aw7,,,,,,,,,,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,,,,,,String List,5,String List,2,String List,7,,,,,,,
394,ListEdit_UseCase12_144,"""5""",,"""5""",,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,,,,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,,,,,,,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,,,,,,Blob List,5,Blob List,5,Blob List,3,,,,,,,
395,ListEdit_UseCase12_145,"""7""",,"""7""",,"""True""","""True""","""True""","""True""","""True""","""True""","""True""","""True""","""True""","""True""",,,"""True""","""True""","""True""","""True""","""True""","""True""","""True""",,,,,"""True""","""True""","""True""","""True""","""True""","""True""","""True""",,,,Boolean List,7,Boolean List,7,Boolean List,2,,,,,,,
396,ListEdit_UseCase12_147,"""1""",,"""1""",,<Image>,<Image>,<Image>,<Image>,<Image>,,,,,,,,<Image>,,,,,,,,,,,<Image>,,,,,,,,,,Image List,1,Image List,1,Image List,1,,,,,,,
397,ListEdit_UseCase12_148,"""1""",,"""1""",,0,1,2,3,4,,,,,,,,4,,,,,,,,,,,4,,,,,,,,,,Integer List,1,Integer List,1,Integer List,1,,,,,,,
398,ListEdit_UseCase12_149,"""5""",,"""5""",,"((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))","((221.3191,124.0422),(201.4638,146.5972))","((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))","((221.3191,124.0422),(201.4638,146.5972))",,,,,,,"((205.8599,150.2536),(192.1261,123.5294))","((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))","((221.3191,124.0422),(201.4638,146.5972))","((222.225,125.931),(197.9301,126.292))",,,,,,,"((205.8599,150.2536),(192.1261,123.5294))","((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))","((221.3191,124.0422),(201.4638,146.5972))","((222.225,125.931),(197.9301,126.292))",,,,,,Line Segment List,5,Line Segment List,5,Line Segment List,3,,,,,,,
399,ListEdit_UseCase12_150,"""5""",,"""5""",,"((175,124),-90°)","((172,124),-90°)","((188,124),-90°)","((175,124),-90°)","((172,124),-90°)","((188,124),-90°)",,,,,,,"((174,124),-90°)","((175,124),-90°)","((172,124),-90°)","((188,124),-90°)","((184,124),-90°)",,,,,,,"((174,124),-90°)","((175,124),-90°)","((172,124),-90°)","((188,124),-90°)","((184,124),-90°)",,,,,,Origin List,5,Origin List,5,Origin List,3,,,,,,,
400,ListEdit_UseCase12_151,"""5""",,"""5""",,"(274.1164,176.6697)","""(388.9393,182.9971)""","(313.0961,208.8211)","(274.1164,176.6697)","""(388.9393,182.9971)""","(313.0961,208.8211)",,,,,,,"""(259.4428,172.2206)""","(274.1164,176.6697)","""(388.9393,182.9971)""","(313.0961,208.8211)","(253.2561,167.4813)",,,,,,,"""(259.4428,172.2206)""","(274.1164,176.6697)","""(388.9393,182.9971)""","(313.0961,208.8211)","(253.2561,167.4813)",,,,,,Point List,5,Point List,5,Point List,3,,,,,,,
401,ListEdit_UseCase12_153,"""5""",,"""5""",,"""1""","""1""","""1""","""1""","""1""","""1""",,,,,,,"""1""","""1""","""1""","""1""","""1""",,,,,,,"""1""","""1""","""1""","""1""","""1""",,,,,,Real List,5,Real List,5,Real List,3,,,,,,,
402,ListEdit_UseCase12_154,"""5""",,"""5""",,"(((142,228),0°),(319,67),)","(((172,204),0°),(319,67),)","(((166,150),0°),(319,61),)","(((142,228),0°),(319,67),)","(((172,204),0°),(319,67),)","(((166,150),0°),(319,61),)",,,,,,,"(((166,228),0°),(319,67),)","(((142,228),0°),(319,67),)","(((172,204),0°),(319,67),)","(((166,150),0°),(319,61),)","(((208,234),0°),(319,61),)",,,,,,,"(((166,228),0°),(319,67),)","(((142,228),0°),(319,67),)","(((172,204),0°),(319,67),)","(((166,150),0°),(319,61),)","(((208,234),0°),(319,61),)",,,,,,Rectangle List,5,Rectangle List,5,Rectangle List,3,,,,,,,
403,ListEdit_UseCase12_155,"""5""",,"""5""",,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,,,,,,,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,,,,,,,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,,,,,,String List,5,String List,5,String List,3,,,,,,,
404,ListEdit_UseCase13_157,"""5""",,"""2""",,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,,,,<Blob>,<Blob>,<Blob>,<Blob>,,,,,,,,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,,,,,,Blob List,5,Blob List,2,Blob List,3,,,,,,,
405,ListEdit_UseCase13_158,"""7""",,"""5""",,"""True""","""True""","""True""","""True""","""True""","""True""","""True""","""True""","""True""","""True""",,,"""True""","""True""","""True""","""True""","""True""","""True""",,,,,,"""True""","""True""","""True""","""True""","""True""","""True""","""True""",,,,Boolean List,7,Boolean List,5,Boolean List,2,,,,,,,
406,ListEdit_UseCase13_160,"""1""",,"""0""",,<Image>,<Image>,<Image>,<Image>,<Image>,,,,,,,,<Image>,,,,,,,,,,,<Image>,,,,,,,,,,Image List,1,Image List,0,Image List,1,,,,,,,
407,ListEdit_UseCase13_161,"""1""",,"""0""",,0,1,2,3,4,,,,,,,,4,,,,,,,,,,,4,,,,,,,,,,Integer List,1,Integer List,0,Integer List,1,,,,,,,
408,ListEdit_UseCase13_162,"""5""",,"""2""",,"((205.8599,150.2536),(192.1261,123.5294))","((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))","((205.8599,150.2536),(192.1261,123.5294))","((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))","((205.8599,150.2536),(192.1261,123.5294))","((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))",,,,"((221.3191,124.0422),(201.4638,146.5972))","((222.225,125.931),(197.9301,126.292))",,,,,,,,,,"((205.8599,150.2536),(192.1261,123.5294))","((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))","((221.3191,124.0422),(201.4638,146.5972))","((222.225,125.931),(197.9301,126.292))",,,,,,Line Segment List,5,Line Segment List,2,Line Segment List,3,,,,,,,
409,ListEdit_UseCase13_163,"""5""",,"""2""",,"((174,124),-90°)","((175,124),-90°)","((172,124),-90°)","((174,124),-90°)","((175,124),-90°)","((172,124),-90°)","((174,124),-90°)","((175,124),-90°)","((172,124),-90°)",,,,"((188,124),-90°)","((184,124),-90°)",,,,,,,,,,"((174,124),-90°)","((175,124),-90°)","((172,124),-90°)","((188,124),-90°)","((184,124),-90°)",,,,,,Origin List,5,Origin List,2,Origin List,3,,,,,,,
410,ListEdit_UseCase13_164,"""5""",,"""2""",,"""(259.4428,172.2206)""","(274.1164,176.6697)","""(388.9393,182.9971)""","""(259.4428,172.2206)""","(274.1164,176.6697)","""(388.9393,182.9971)""","""(259.4428,172.2206)""","(274.1164,176.6697)","""(388.9393,182.9971)""",,,,"(313.0961,208.8211)","(253.2561,167.4813)",,,,,,,,,,"""(259.4428,172.2206)""","(274.1164,176.6697)","""(388.9393,182.9971)""","(313.0961,208.8211)","(253.2561,167.4813)",,,,,,Point List,5,Point List,2,Point List,3,,,,,,,
411,ListEdit_UseCase13_166,"""5""",,"""2""",,"""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""","""1""",,,,"""1""","""1""",,,,,,,,,,"""1""","""1""","""1""","""1""","""1""",,,,,,Real List,5,Real List,2,Real List,3,,,,,,,
412,ListEdit_UseCase13_167,"""5""",,"""2""",,"(((166,228),0°),(319,67),)","(((142,228),0°),(319,67),)","(((172,204),0°),(319,67),)","(((166,228),0°),(319,67),)","(((142,228),0°),(319,67),)","(((172,204),0°),(319,67),)","(((166,228),0°),(319,67),)","(((142,228),0°),(319,67),)","(((172,204),0°),(319,67),)",,,,"(((166,150),0°),(319,61),)","(((208,234),0°),(319,61),)",,,,,,,,,,"(((166,228),0°),(319,67),)","(((142,228),0°),(319,67),)","(((172,204),0°),(319,67),)","(((166,150),0°),(319,61),)","(((208,234),0°),(319,61),)",,,,,,Rectangle List,5,Rectangle List,2,Rectangle List,3,,,,,,,
413,ListEdit_UseCase13_168,"""5""",,"""2""",,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,,,,lot2aw7,lot2aw7,,,,,,,,,,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,,,,,,String List,5,String List,2,String List,3,,,,,,,
414,ListEdit_UseCase14_170,"""8""",,"""6""",,,,,,,,,,,,,,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,,,,,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,<Blob>,,,Blob List,8,Blob List,6,Blob List,0,,,,,,,
415,ListEdit_UseCase14_171,"""7""",,"""5""",,,,,,,,,,,,,,"""True""","""True""","""True""","""True""","""True""","""True""",,,,,,"""True""","""True""","""True""","""True""","""True""","""True""","""True""",,,,Boolean List,7,Boolean List,5,Boolean List,0,,,,,,,
416,ListEdit_UseCase14_173,"""8""",,"""6""",,,,,,,,,,,,,,<Image>,<Image>,<Image>,<Image>,<Image>,<Image>,<Image>,,,,,<Image>,<Image>,<Image>,<Image>,<Image>,<Image>,<Image>,<Image>,,,Image List,8,Image List,6,Image List,0,,,,,,,
417,ListEdit_UseCase14_174,"""8""",,"""6""",,,,,,,,,,,,,,0,1,2,3,6,7,,,,,,0,1,2,3,4,5,6,7,,,Integer List,8,Integer List,6,Integer List,0,,,,,,,
418,ListEdit_UseCase14_175,"""8""",,"""6""",,,,,,,,,,,,,,"((205.8599,150.2536),(192.1261,123.5294))","((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))","((223.5845,128.556),(173.8055,182.1582))","((222.9356,127.7539),(149.0415,214.8466))","((222.9356,127.7539),(149.0415,214.8466))","((205.9705,126.1703),(155.8289,223.1645))",,,,,"((205.8599,150.2536),(192.1261,123.5294))","((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))","((221.3191,124.0422),(201.4638,146.5972))","((222.225,125.931),(197.9301,126.292))","((223.5845,128.556),(173.8055,182.1582))","((222.9356,127.7539),(149.0415,214.8466))","((205.9705,126.1703),(155.8289,223.1645))",,,Line Segment List,8,Line Segment List,6,Line Segment List,0,,,,,,,
419,ListEdit_UseCase14_176,"""8""",,"""6""",,,,,,,,,,,,,,"((174,124),-90°)","((175,124),-90°)","((172,124),-90°)","((175,124),-90°)","""((173,124),-90°)""","""((177,124),-90°)""",,,,,,"((174,124),-90°)","((175,124),-90°)","((172,124),-90°)","((188,124),-90°)","((184,124),-90°)","((175,124),-90°)","""((173,124),-90°)""","""((177,124),-90°)""",,,Origin List,8,Origin List,6,Origin List,0,,,,,,,
420,ListEdit_UseCase14_177,"""8""",,"""6""",,,,,,,,,,,,,,"""(259.4428,172.2206)""","(274.1164,176.6697)","(253.2561,167.4813)","(393.3217,265.2948)","(337.7062,214.0428)","(469.3845,313.8547)",,,,,,"""(259.4428,172.2206)""","(274.1164,176.6697)","""(388.9393,182.9971)""","(313.0961,208.8211)","(253.2561,167.4813)","(393.3217,265.2948)","(337.7062,214.0428)","(469.3845,313.8547)",,,Point List,8,Point List,6,Point List,0,,,,,,,
421,ListEdit_UseCase20_248,"""4""",,"""4""",,<Blob>,<Blob>,<Blob>,,,,,,,,,,<Blob>,<Blob>,<Blob>,<Blob>,,,,,,,,<Blob>,<Blob>,<Blob>,<Blob>,,,,,,,Blob List,3,Blob List,3,Blob List,1,,,,,,,
422,ListEdit_UseCase20_250,"""6""",,"""6""",,"""True""","""True""","""True""","""True""","""True""","""True""","""True""","""True""","""True""","""True""",,,"""True""","""True""","""True""","""True""","""True""","""True""",,,,,,"""True""","""True""","""True""","""True""","""True""","""True""",,,,,Boolean List,5,Boolean List,5,Boolean List,1,,,,,,,
423,ListEdit_UseCase20_251,"""4""",,"""4""",,<Image>,<Image>,,,,,,,,,,,<Image>,<Image>,<Image>,<Image>,<Image>,,,,,,,<Image>,<Image>,<Image>,<Image>,<Image>,,,,,,Image List,4,Image List,0,Image List,1,,,,,,,
424,ListEdit_UseCase20_252,"""4""",,"""4""",,"""4""","""5""",,,,,,,,,,,"""0""","""1""","""2""","""3""","""4""",,,,,,,"""0""","""1""","""2""","""3""","""4""",,,,,,Integer List,4,Integer List,0,Integer List,1,,,,,,,
425,ListEdit_UseCase20_253,"""3""",,"""3""",,"((221.3191,124.0422),(201.4638,146.5972))","((222.225,125.931),(197.9301,126.292))","((223.5845,128.556),(173.8055,182.1582))","((222.225,125.931),(197.9301,126.292))",,,,,,,,,"((205.8599,150.2536),(192.1261,123.5294))","((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))","((223.5845,128.556),(173.8055,182.1582))",,"((205.9705,126.1703),(155.8289,223.1645))",,,,,,"((205.8599,150.2536),(192.1261,123.5294))","((205.4709,124.7041),(132.8642,159.7183))","((220.772,137.9556),(114.7518,215.7345))","((223.5845,128.556),(173.8055,182.1582))",,"((205.9705,126.1703),(155.8289,223.1645))",,,,,Line Segment List,3,Line Segment List,0,Line Segment List,1,,,,,,,
426,ListEdit_UseCase20_254,"""3""",,"""3""",,"((188,124),-90°)","((184,124),-90°)","((175,124),-90°)",,,,,,,,,,"((174,124),-90°)","((175,124),-90°)","((172,124),-90°)","((184,124),-90°)","((184,124),-90°)",,,,,,,"((174,124),-90°)","((175,124),-90°)","((172,124),-90°)","((175,124),-90°)","((184,124),-90°)",,,,,,Origin List,3,Origin List,0,Origin List,1,,,,,,,
427,ListEdit_UseCase20_256,"""2""",,"""2""",,"""(388.9393,182.9971)""","(313.0961,208.8211)","(253.2561,167.4813)","(393.3217,265.2948)","(337.7062,214.0428)","(469.3845,313.8547)",,,,,,,"""(259.4428,172.2206)""","(274.1164,176.6697)","(313.0961,208.8211)",,,,,,,,,"""(259.4428,172.2206)""","(274.1164,176.6697)","(313.0961,208.8211)",,,,,,,,Point List,2,Point List,0,Point List,1,,,,,,,
428,ListEdit_UseCase20_257,"""2""",,"""2""",,"""1""","""1""","""1""","""1""","""1""","""1""",,,,,,,"""1""","""1""","""1""",,,,,,,,,"""1""","""1""","""1""",,,,,,,,Real List,2,Real List,0,Real List,1,,,,,,,
429,ListEdit_UseCase20_258,"""2""",,"""2""",,"(((172,204),0°),(319,67),)","(((166,150),0°),(319,61),)","(((208,234),0°),(319,61),)","(((148,288),0°),(319,67),)","(((166,252),0°),(319,67),)",,,,,,,,"(((166,228),0°),(319,67),)","(((142,228),0°),(319,67),)",,,,,,,,,,"(((166,228),0°),(319,67),)","(((142,228),0°),(319,67),)",,,,,,,,,Rectangle List,2,Rectangle List,0,Rectangle List,1,,,,,,,
430,ListEdit_UseCase20_259,2,,2,,lot2aw7,lot2aw7,lot2aw7,lot2aw7,lot2aw7,,,,,,,,lot2aw7,lot2aw7,lot2aw7,,,,,,,,,lot2aw7,lot2aw7,lot2aw7,,,,,,,,String List,2,String List,0,String List,1,,,,,,,
